Month and Year,Area,Homicide Total,Murder,Attempted / Conspiracy to Murder,Manslaughter,Driving Causing Death,Recent Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Historical Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Assault (Family) Total,Serious Assault (Family),Common Assault (Family),Assault (Non-Family) Total,Serious Assault (Non-Family),Common Assault (Non-Family),Assault Police Officer,Threatening Behaviour (Family) Total,Threatening Behaviour (Family),Possess Weapon to Cause Fear (Family),Threatening Behaviour (Non-Family) Total,Threatening Behaviour (Non-Family),Possess Weapon to Cause Fear (Non-Family),Deprivation of Liberty Total,Kidnapping / Child Stealing,Deprivation of Liberty,Robbery Total,Robbery (Business),Robbery (Non-Business),,Burglary Total,Burglary (Dwelling),Burglary (Non-Dwelling),Stealing of Motor Vehicle,Stealing Total,Stealing From Motor Vehicle (Contents or Parts),Stealing From Retail Premises (Shoplift),Stealing From Dwelling,Stealing From Other Premises or Place,Stealing as a Servant,Stealing (Not Elsewhere Classified),Property Damage Total,Criminal Damage,Damage,Arson Total,Cause Bushfire,Cause Damage by Fire,Other Fire Related Offences,,,Drug Offences Total,Drug Dealing,Drug Possession,Possession of Drug Paraphernalia,Cultivate or Manufacture Drugs,Other Drug Offences,Receiving and Possession of Stolen Property Total,Possess Stolen Property,Receiving Stolen Property,Regulated Weapons Offences,,Graffiti,Fraud & Related Offences Total,Forgery,Fraud (Credit Card),Fraud (Not Elsewhere Classified),Breach of Violence Restraint Order Total,Breach of Family Violence Restraint Order,Breach of Violence Restraint Order,Breach of Police Order,
Nov-08,Fremantle,0,0,0,0,0,14,10,4,1,1,0,55,16,39,108,43,58,7,17,13,4,17,14,3,2,0,2,13,1,12,227,319,207,112,71,683,0,0,0,0,2,681,356,35,321,6,0,6,0,1435,1662,120,4,68,41,7,0,12,6,6,6,138,46,31,1,0,30,50,27,21,2,127
Dec-08,Fremantle,1,0,0,0,1,9,6,3,9,9,0,50,12,38,83,27,51,5,6,5,1,19,12,7,1,0,1,11,2,9,189,226,157,69,58,683,0,0,0,0,4,679,357,47,310,14,1,13,0,1338,1527,112,8,67,30,7,0,20,8,12,14,146,61,29,0,0,29,35,29,4,2,125
Jan-09,Fremantle,0,0,0,0,0,15,11,4,2,2,0,41,16,25,103,54,43,6,7,6,1,24,14,10,3,0,3,17,4,13,212,342,219,123,73,805,0,0,0,0,5,800,410,62,348,9,0,9,0,1639,1851,100,3,57,36,4,0,36,33,3,7,143,65,67,0,0,67,36,19,13,4,168
Feb-09,Fremantle,0,0,0,0,0,13,11,2,2,2,0,55,18,37,95,37,53,5,8,5,3,23,12,11,2,0,2,18,5,13,216,339,245,94,72,775,0,0,0,0,2,773,302,25,277,9,1,8,0,1497,1713,145,27,64,47,7,0,15,13,2,19,179,85,105,2,0,103,41,28,9,4,231
Mar-09,Fremantle,0,0,0,0,0,15,9,6,5,5,0,34,8,26,122,50,63,9,7,6,1,31,22,9,0,0,0,26,3,23,240,353,262,91,91,827,0,0,0,0,10,817,395,40,355,11,1,10,0,1677,1917,139,12,72,42,13,0,24,20,4,16,179,74,52,0,0,52,42,23,18,1,168
Apr-09,Fremantle,0,0,0,0,0,14,9,5,3,3,0,27,6,21,72,23,43,6,0,0,0,18,9,9,1,0,1,14,3,11,149,400,261,139,114,814,0,0,0,0,4,810,394,38,356,3,0,3,0,1725,1874,128,19,86,19,4,0,10,7,3,10,148,57,152,12,0,140,28,9,11,8,237
May-09,Fremantle,0,0,0,0,0,24,9,15,8,4,4,31,7,24,84,29,45,10,6,6,0,17,10,7,0,0,0,16,6,10,186,309,220,89,84,838,0,0,0,0,4,834,376,29,347,9,0,9,0,1616,1802,138,6,86,41,4,1,11,7,4,8,157,35,79,0,0,79,46,31,13,2,160
Jun-09,Fremantle,0,0,0,0,0,9,7,2,3,2,1,41,10,31,92,40,48,4,5,5,0,8,6,2,0,0,0,17,2,15,175,354,272,82,100,878,0,0,0,0,3,875,418,32,386,8,0,8,0,1758,1933,133,14,67,43,9,0,16,10,6,20,169,71,23,0,0,23,26,17,4,5,120
Jul-09,Fremantle,0,0,0,0,0,13,8,5,13,13,0,38,16,22,77,30,40,7,2,2,0,10,7,3,3,0,3,11,2,9,167,278,204,74,67,612,0,0,0,0,4,608,368,15,353,8,0,8,0,1333,1500,131,10,65,44,11,1,22,18,4,15,168,53,27,1,0,26,23,13,8,2,103
Aug-09,Fremantle,0,0,0,0,0,9,8,1,10,10,0,54,13,41,86,31,48,7,8,6,2,6,3,3,1,0,1,13,1,12,187,271,197,74,79,625,0,0,0,0,3,622,334,29,305,7,0,7,0,1316,1503,150,10,84,49,6,1,44,17,27,15,209,32,21,0,0,21,38,28,7,3,91
Sep-09,Fremantle,0,0,0,0,0,9,6,3,5,5,0,35,10,25,77,33,37,7,5,4,1,13,7,6,1,0,1,9,2,7,154,237,187,50,45,675,0,0,0,0,5,670,343,35,308,11,0,11,0,1311,1465,132,10,81,35,6,0,27,11,16,17,176,197,69,22,0,47,32,22,6,4,298
Oct-09,Fremantle,0,0,0,0,0,5,3,2,17,17,0,34,9,25,98,39,52,7,6,4,2,9,8,1,2,1,1,6,2,4,177,326,242,84,56,686,0,0,0,0,4,682,368,27,341,6,1,5,0,1442,1619,128,14,64,43,7,0,13,11,2,6,147,61,71,0,0,71,34,18,12,4,166
Nov-09,Fremantle,0,0,0,0,0,9,6,3,4,4,0,46,10,36,94,35,56,3,5,5,0,21,13,8,2,1,1,14,1,13,195,272,223,49,42,559,0,0,0,0,0,559,330,24,306,4,0,4,0,1207,1402,122,7,68,36,11,0,11,9,2,17,150,62,35,1,0,34,45,34,6,5,142
Dec-09,Fremantle,0,0,0,0,0,11,10,1,6,6,0,40,11,29,114,45,66,3,6,5,1,19,12,7,0,0,0,15,1,14,211,294,217,77,44,748,0,0,0,0,5,743,317,21,296,6,1,5,0,1409,1620,122,17,67,34,4,0,17,14,3,21,160,35,53,1,0,52,46,29,7,10,134
Jan-10,Fremantle,1,1,0,0,0,12,10,2,7,7,0,45,10,35,102,32,58,12,8,7,1,17,12,5,1,0,1,18,2,16,211,326,219,107,82,703,0,0,0,0,0,703,352,31,321,6,0,6,0,1469,1680,65,2,33,24,6,0,17,7,10,12,94,65,77,0,0,77,35,24,5,6,177
Feb-10,Fremantle,1,1,0,0,0,10,5,5,15,15,0,40,17,23,83,29,51,3,7,7,0,14,12,2,2,0,2,13,0,13,185,231,146,85,55,633,0,0,0,0,3,630,289,14,275,6,1,5,0,1214,1399,78,6,39,25,8,0,11,8,3,7,96,40,19,0,0,19,66,37,25,4,125
Mar-10,Fremantle,0,0,0,0,0,43,33,10,14,13,1,53,10,43,110,37,69,4,12,10,2,14,9,5,1,0,1,12,0,12,259,283,180,103,72,755,0,0,0,0,2,753,314,32,282,8,2,6,0,1432,1691,118,9,73,30,6,0,14,7,7,18,150,48,35,0,0,35,34,25,6,3,117
Apr-10,Fremantle,1,1,0,0,0,12,7,5,38,38,0,39,10,29,106,21,81,4,6,5,1,15,10,5,1,0,1,20,6,14,238,262,183,79,80,630,0,0,0,0,8,622,306,36,270,10,1,9,0,1288,1526,112,10,65,30,6,1,28,15,13,8,148,45,51,0,0,51,33,23,3,7,129
May-10,Fremantle,1,1,0,0,0,20,7,13,6,5,1,38,9,29,91,27,61,3,9,9,0,9,5,4,3,0,3,12,3,9,189,285,215,70,70,656,0,0,0,0,3,653,278,20,258,7,0,7,0,1296,1485,123,14,56,48,5,0,26,19,7,17,166,55,50,1,0,49,24,14,8,2,129
Jun-10,Fremantle,0,0,0,0,0,9,6,3,3,3,0,30,9,21,78,26,49,3,3,2,1,19,9,10,1,0,1,14,1,13,157,228,167,61,57,573,0,0,0,0,2,571,238,26,212,1,0,1,0,1097,1254,108,9,66,27,5,1,23,13,10,17,148,43,49,0,0,49,27,17,8,2,119
Jul-10,Fremantle,1,0,0,0,1,9,6,3,3,3,0,42,4,38,52,20,27,5,3,3,0,9,5,4,2,0,2,9,0,9,130,259,209,50,62,499,0,0,0,0,2,497,283,27,256,3,0,3,0,1106,1236,123,21,57,38,7,0,16,11,5,15,154,33,96,0,0,96,36,28,5,3,165
Aug-10,Fremantle,2,0,0,0,2,19,11,8,4,2,2,37,8,29,92,27,60,5,3,3,0,21,14,7,1,0,1,19,4,15,198,268,195,73,56,591,0,0,0,0,1,590,266,29,237,3,0,3,0,1184,1382,61,1,36,22,2,0,12,8,4,16,89,46,72,1,0,71,37,23,6,8,155
Sep-10,Fremantle,0,0,0,0,0,17,9,8,2,1,1,45,10,35,74,29,43,2,10,8,2,14,6,8,5,2,3,13,2,11,180,281,212,69,59,659,0,0,0,0,4,655,317,27,290,8,0,8,0,1324,1504,98,3,58,32,4,1,17,13,4,15,130,56,50,1,0,49,39,29,9,1,145
Oct-10,Fremantle,0,0,0,0,0,20,15,5,2,2,0,48,13,35,121,51,60,10,2,2,0,21,13,8,2,1,1,12,0,12,228,300,224,76,56,634,0,0,0,0,2,632,325,37,288,7,0,7,0,1322,1550,99,3,57,35,4,0,12,9,3,12,123,67,54,0,0,54,74,64,7,3,195
Nov-10,Fremantle,0,0,0,0,0,19,15,4,4,4,0,53,6,47,85,25,54,6,5,3,2,18,12,6,0,0,0,18,1,17,202,341,262,79,41,656,0,0,0,0,4,652,266,33,233,16,0,16,0,1320,1522,122,4,75,36,6,1,22,21,1,12,156,74,30,1,0,29,73,63,5,5,177
Dec-10,Fremantle,0,0,0,0,0,14,6,8,3,3,0,70,8,62,90,30,57,3,9,8,1,18,11,7,1,0,1,15,3,12,220,252,189,63,46,613,0,0,0,0,4,609,299,44,255,10,2,8,0,1220,1440,94,5,55,27,6,1,5,3,2,9,108,48,139,1,0,138,43,21,14,8,230
Jan-11,Fremantle,0,0,0,0,0,13,8,5,11,11,0,65,11,54,85,28,50,7,12,11,1,15,5,10,0,0,0,11,0,11,212,326,263,63,80,722,0,0,0,0,4,718,335,32,303,12,1,11,0,1475,1687,68,5,40,20,3,0,14,12,2,12,94,77,164,2,0,162,37,16,10,11,278
Feb-11,Fremantle,0,0,0,0,0,30,9,21,6,6,0,56,7,49,93,27,62,4,5,5,0,19,5,14,1,0,1,12,3,9,222,376,268,108,57,725,0,0,0,0,5,720,264,25,239,22,14,8,0,1444,1666,90,7,44,30,8,1,14,11,3,8,112,45,49,4,0,45,47,32,9,6,141
Mar-11,Fremantle,0,0,0,0,0,24,20,4,8,8,0,47,6,41,74,22,45,7,10,9,1,16,4,12,4,0,4,13,2,11,196,323,268,55,94,758,0,0,0,0,4,754,304,29,275,14,3,11,0,1493,1689,79,6,40,26,7,0,13,7,6,14,106,25,98,2,0,96,55,38,8,9,178
Apr-11,Fremantle,0,0,0,0,0,13,9,4,13,11,2,64,9,55,66,20,42,4,5,5,0,20,9,11,5,1,4,10,6,4,196,338,251,87,77,675,0,0,0,0,2,673,241,26,215,4,1,3,0,1335,1531,99,4,67,25,3,0,25,19,6,12,136,59,69,2,0,67,20,12,7,1,148
May-11,Fremantle,2,1,1,0,0,5,1,4,3,3,0,55,11,44,76,29,44,3,9,9,0,15,4,11,0,0,0,17,4,13,182,343,268,75,77,834,0,0,0,0,3,831,265,36,229,10,0,10,0,1529,1711,82,4,49,25,4,0,23,20,3,9,114,23,63,0,0,63,25,12,9,4,111
Jun-11,Fremantle,0,0,0,0,0,16,7,9,21,20,1,61,9,52,96,34,55,7,3,2,1,19,14,5,1,0,1,10,0,10,227,327,225,102,75,730,0,0,0,0,5,725,256,31,225,7,0,7,0,1395,1622,93,6,50,33,3,1,10,9,1,8,111,59,29,1,0,28,20,12,7,1,108
Jul-11,Fremantle,1,0,0,0,1,12,9,3,17,13,4,42,7,35,82,37,37,8,5,4,1,13,9,4,0,0,0,14,3,11,186,362,230,132,84,671,0,0,0,0,1,670,261,24,237,4,0,4,0,1382,1568,79,2,46,25,5,1,13,9,4,7,99,27,33,1,0,32,22,11,6,5,82
Aug-11,Fremantle,0,0,0,0,0,9,7,2,6,2,4,42,7,35,57,20,36,1,1,1,0,15,12,3,0,0,0,11,1,10,141,324,244,80,75,745,0,0,0,0,2,743,227,37,190,8,0,8,0,1379,1520,138,18,68,42,10,0,16,14,2,46,200,41,75,1,0,74,32,27,4,1,148
Sep-11,Fremantle,1,0,0,0,1,5,4,1,3,2,1,46,7,39,75,20,49,6,8,7,1,21,14,7,2,0,2,12,0,12,173,321,240,81,61,734,0,0,0,0,5,729,261,35,226,5,0,5,0,1382,1555,83,11,34,35,3,0,7,4,3,11,101,33,29,2,0,27,49,32,10,7,111
Oct-11,Fremantle,0,0,0,0,0,28,20,8,12,11,1,57,13,44,87,27,56,4,16,11,5,11,5,6,0,0,0,9,3,6,220,359,266,93,71,817,0,0,0,0,4,813,290,33,257,5,0,5,0,1542,1762,64,4,35,19,5,1,15,10,5,10,89,59,49,1,0,48,26,10,7,9,134
Nov-11,Fremantle,0,0,0,0,0,9,6,3,7,4,3,69,14,55,85,35,46,4,10,7,3,16,11,5,2,0,2,15,1,14,213,357,247,110,84,744,0,0,0,0,1,743,292,35,257,3,0,3,0,1480,1693,89,6,45,30,8,0,13,11,2,17,119,37,83,2,0,81,51,41,8,2,171
Dec-11,Fremantle,0,0,0,0,0,10,6,4,0,0,0,70,7,63,79,21,49,9,8,5,3,19,15,4,0,0,0,17,3,14,203,364,283,81,83,705,0,0,0,0,1,704,234,38,196,7,1,6,0,1393,1596,86,7,49,25,4,1,19,17,2,4,109,128,47,0,0,47,37,27,2,8,212
Jan-12,Fremantle,0,0,0,0,0,12,12,0,9,7,2,94,16,78,109,31,73,5,16,12,4,7,3,4,2,0,2,10,3,7,259,390,282,108,86,774,0,0,0,0,5,769,260,36,224,5,0,5,0,1515,1774,111,15,58,31,6,1,31,25,6,9,151,24,40,0,0,40,32,26,1,5,96
Feb-12,Fremantle,0,0,0,0,0,6,5,1,8,7,1,70,10,60,96,34,57,5,11,10,1,13,6,7,1,0,1,11,0,11,216,388,280,108,83,697,0,0,0,0,2,695,214,21,193,7,0,7,0,1389,1605,74,5,41,23,4,1,16,15,1,14,104,12,27,0,0,27,55,40,6,9,94
Mar-12,Fremantle,4,1,0,0,3,15,13,2,8,7,1,75,17,58,108,28,71,9,5,3,2,7,4,3,0,0,0,12,2,10,234,448,336,112,100,747,0,0,0,0,5,742,255,34,221,6,2,4,0,1556,1790,114,10,49,47,7,1,15,9,6,15,144,37,200,2,0,198,38,28,4,6,275
Apr-12,Fremantle,0,0,0,0,0,6,6,0,4,4,0,72,12,60,87,27,56,4,9,5,4,23,15,8,1,0,1,17,1,16,219,327,255,72,82,662,0,0,0,0,1,661,248,31,217,14,0,14,0,1333,1552,158,5,115,34,4,0,16,10,6,12,186,41,78,2,0,76,56,31,13,12,175
May-12,Fremantle,2,1,0,0,1,9,5,4,18,17,1,47,14,33,68,23,41,4,3,2,1,18,12,6,1,1,0,15,3,12,181,372,304,68,74,670,0,0,0,0,1,669,210,23,187,5,0,5,0,1331,1512,155,12,81,57,5,0,33,27,6,19,207,16,177,2,0,175,40,31,3,6,233
Jun-12,Fremantle,1,1,0,0,0,9,6,3,1,0,1,59,16,43,47,15,32,0,8,8,0,11,4,7,1,0,1,15,9,6,152,313,221,92,60,662,0,0,0,0,4,658,191,21,170,6,0,6,0,1232,1384,138,10,71,53,2,2,20,13,7,22,180,29,182,1,0,181,45,26,5,14,256
Jul-12,Fremantle,1,0,0,0,1,6,5,1,5,2,3,66,13,53,67,18,45,4,13,12,1,18,10,8,2,0,2,11,2,9,189,346,246,100,80,571,0,0,0,0,2,569,225,26,199,2,0,2,0,1224,1413,114,7,74,30,3,0,18,12,6,20,152,24,131,2,0,129,59,53,2,4,214
Aug-12,Fremantle,1,0,0,0,1,16,11,5,21,20,1,64,13,51,98,24,69,5,14,13,1,22,7,15,5,2,3,20,5,15,261,307,234,73,56,584,0,0,0,0,2,582,218,30,188,3,0,3,0,1168,1429,96,8,58,28,1,1,18,16,2,18,132,45,105,4,0,101,45,25,12,8,195
Sep-12,Fremantle,1,1,0,0,0,12,5,7,2,2,0,76,15,61,70,21,45,4,6,4,2,28,15,13,0,0,0,16,1,15,211,391,279,112,48,593,0,0,0,0,5,588,239,35,204,1,0,1,0,1272,1483,117,3,69,42,2,1,18,11,7,10,145,48,173,1,0,172,31,16,5,10,252
Oct-12,Fremantle,1,0,1,0,0,13,8,5,6,6,0,61,11,50,64,20,41,3,6,5,1,14,8,6,1,0,1,28,13,15,194,403,307,96,93,803,0,0,0,0,6,797,304,44,260,28,0,28,0,1631,1825,110,8,59,37,6,0,15,9,6,14,139,27,393,1,0,392,257,250,7,0,677
Nov-12,Fremantle,0,0,0,0,0,15,11,4,12,11,1,77,12,65,111,25,76,10,5,4,1,14,5,9,2,1,1,20,5,15,256,401,323,78,95,617,0,0,0,0,3,614,239,37,202,8,0,8,0,1360,1616,97,9,46,40,2,0,18,15,3,22,137,54,302,0,0,302,84,65,6,13,440
Dec-12,Fremantle,0,0,0,0,0,12,8,4,1,1,0,88,18,70,100,35,60,5,12,7,5,14,10,4,0,0,0,13,2,11,240,428,357,71,107,786,0,0,0,0,5,781,269,39,230,10,2,8,0,1600,1840,90,5,54,25,5,1,25,16,9,22,137,29,183,2,0,181,88,62,18,8,300
Jan-13,Fremantle,1,1,0,0,0,22,18,4,12,12,0,87,21,66,105,34,63,8,15,9,6,20,13,7,2,1,1,14,2,12,278,430,338,92,126,822,0,0,0,0,3,819,235,47,188,4,0,4,0,1617,1895,112,11,55,39,5,2,28,21,7,21,161,20,133,6,0,127,54,39,2,13,207
Feb-13,Fremantle,1,0,0,0,1,11,4,7,16,16,0,74,13,61,73,33,37,3,7,7,0,25,11,14,0,0,0,12,3,9,219,348,272,76,86,683,0,0,0,0,5,678,198,35,163,5,1,4,0,1320,1539,97,5,45,37,8,2,16,13,3,20,133,47,274,2,0,272,43,27,6,10,364
Mar-13,Fremantle,0,0,0,0,0,10,7,3,30,30,0,83,15,68,77,39,35,3,18,14,4,16,6,10,4,0,4,21,3,18,259,386,290,96,89,751,0,0,0,0,6,745,277,48,229,6,0,5,1,1509,1768,194,8,147,37,2,0,20,16,4,14,228,35,331,14,0,317,54,24,22,8,420
Apr-13,Fremantle,0,0,0,0,0,16,9,7,8,8,0,70,11,59,55,19,34,2,12,9,3,23,12,11,0,0,0,10,0,10,194,336,256,80,68,628,0,0,0,0,2,626,190,33,157,6,0,6,0,1228,1422,130,9,75,41,5,0,27,24,3,25,182,34,175,2,0,173,41,24,7,10,250
May-13,Fremantle,1,0,0,0,1,11,7,4,22,22,0,62,12,50,65,23,41,1,8,6,2,11,4,7,0,0,0,9,1,8,189,297,216,81,73,669,0,0,0,0,1,668,232,40,192,9,0,9,0,1280,1469,136,9,82,39,6,0,26,17,9,30,192,52,137,1,0,136,19,15,1,3,208
Jun-13,Fremantle,1,0,0,0,1,15,9,6,8,8,0,42,5,37,62,14,40,8,16,12,4,10,6,4,3,0,3,11,2,9,168,315,227,88,62,557,0,0,0,0,0,557,248,42,206,4,0,4,0,1186,1354,75,9,36,27,3,0,16,10,6,10,101,26,369,2,0,367,35,22,7,6,430
