Month and Year,Area,Homicide Total,Murder,Attempted / Conspiracy to Murder,Manslaughter,Driving Causing Death,Recent Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Historical Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Assault (Family) Total,Serious Assault (Family),Common Assault (Family),Assault (Non-Family) Total,Serious Assault (Non-Family),Common Assault (Non-Family),Assault Police Officer,Threatening Behaviour (Family) Total,Threatening Behaviour (Family),Possess Weapon to Cause Fear (Family),Threatening Behaviour (Non-Family) Total,Threatening Behaviour (Non-Family),Possess Weapon to Cause Fear (Non-Family),Deprivation of Liberty Total,Kidnapping / Child Stealing,Deprivation of Liberty,Robbery Total,Robbery (Business),Robbery (Non-Business),,Burglary Total,Burglary (Dwelling),Burglary (Non-Dwelling),Stealing of Motor Vehicle,Stealing Total,Stealing From Motor Vehicle (Contents or Parts),Stealing From Retail Premises (Shoplift),Stealing From Dwelling,Stealing From Other Premises or Place,Stealing as a Servant,Stealing (Not Elsewhere Classified),Property Damage Total,Criminal Damage,Damage,Arson Total,Cause Bushfire,Cause Damage by Fire,Other Fire Related Offences,,,Drug Offences Total,Drug Dealing,Drug Possession,Possession of Drug Paraphernalia,Cultivate or Manufacture Drugs,Other Drug Offences,Receiving and Possession of Stolen Property Total,Possess Stolen Property,Receiving Stolen Property,Regulated Weapons Offences,,Graffiti,Fraud & Related Offences Total,Forgery,Fraud (Credit Card),Fraud (Not Elsewhere Classified),Breach of Violence Restraint Order Total,Breach of Family Violence Restraint Order,Breach of Violence Restraint Order,Breach of Police Order,
Sep-10,Goldfields Esperance District,0,0,0,0,0,5,5,0,23,23,0,32,11,21,35,10,22,3,4,1,3,12,7,5,0,0,0,2,0,2,113,75,43,32,11,107,0,0,0,0,0,107,95,18,77,2,0,2,0,290,403,69,3,26,28,4,8,4,3,1,16,89,9,1,0,0,1,10,2,1,7,20
Oct-10,Goldfields Esperance District,0,0,0,0,0,6,4,2,25,25,0,41,9,32,46,11,30,5,3,3,0,9,3,6,3,0,3,2,0,2,135,62,44,18,12,151,0,0,0,0,4,147,112,12,100,1,0,1,0,338,473,51,2,24,17,3,5,5,5,0,4,60,3,4,0,0,4,26,12,2,12,33
Nov-10,Goldfields Esperance District,0,0,0,0,0,11,7,4,6,6,0,31,11,20,51,17,31,3,5,2,3,13,9,4,6,0,6,3,0,3,126,66,40,26,11,145,0,0,0,0,4,141,129,24,105,2,0,2,0,353,479,86,8,40,29,5,4,4,3,1,6,96,7,4,0,0,4,36,28,1,7,47
Dec-10,Goldfields Esperance District,0,0,0,0,0,2,1,1,0,0,0,56,18,38,50,22,25,3,4,4,0,5,2,3,2,0,2,0,0,0,119,88,60,28,10,167,0,0,0,0,3,164,119,17,102,5,0,5,0,389,508,63,1,30,27,3,2,6,6,0,3,72,3,4,0,0,4,17,7,2,8,24
Jan-11,Goldfields Esperance District,1,0,0,0,1,3,3,0,6,6,0,64,24,40,74,24,46,4,3,1,2,10,1,9,2,0,2,0,0,0,163,121,79,42,24,147,0,0,0,0,0,147,140,20,120,10,0,10,0,442,605,33,3,14,12,1,3,8,6,2,8,49,12,12,2,0,10,26,15,2,9,50
Feb-11,Goldfields Esperance District,1,0,0,0,1,8,4,4,0,0,0,65,30,35,49,16,31,2,3,2,1,7,3,4,1,0,1,4,0,4,138,104,65,39,25,193,0,0,0,0,2,191,198,39,159,16,0,16,0,536,674,43,0,13,17,5,8,5,2,3,10,58,14,9,1,0,8,22,13,0,9,45
Mar-11,Goldfields Esperance District,0,0,0,0,0,6,3,3,23,23,0,52,17,35,61,19,38,4,2,2,0,9,4,5,1,0,1,3,0,3,157,107,62,45,37,172,0,0,0,0,2,170,171,39,132,8,0,8,0,495,652,46,3,19,12,5,7,17,13,4,10,73,21,8,0,0,8,13,5,4,4,42
Apr-11,Goldfields Esperance District,0,0,0,0,0,3,2,1,0,0,0,45,12,33,53,23,28,2,8,8,0,6,4,2,4,0,4,4,0,4,123,107,72,35,20,171,0,0,0,0,2,169,144,13,131,8,0,8,0,450,573,65,8,27,21,0,9,9,6,3,6,80,25,21,0,0,21,58,48,0,10,104
May-11,Goldfields Esperance District,0,0,0,0,0,5,5,0,1,1,0,46,14,32,48,16,29,3,3,3,0,5,1,4,1,0,1,1,1,0,110,84,61,23,12,154,0,0,0,0,3,151,138,34,104,4,0,4,0,392,502,49,1,25,15,2,6,4,3,1,2,55,27,2,0,0,2,7,3,2,2,36
Jun-11,Goldfields Esperance District,0,0,0,0,0,4,4,0,7,7,0,45,12,33,31,13,15,3,4,2,2,6,3,3,2,0,2,8,1,7,107,95,56,39,17,137,0,0,0,0,0,137,133,28,105,7,0,7,0,389,496,68,4,37,22,2,3,4,2,2,3,75,15,15,0,0,15,9,5,1,3,39
Jul-11,Goldfields Esperance District,0,0,0,0,0,11,11,0,3,3,0,35,7,28,50,20,24,6,1,1,0,5,4,1,0,0,0,1,1,0,106,83,57,26,13,136,0,0,0,0,4,132,114,12,102,8,0,8,0,354,460,59,2,31,22,1,3,2,2,0,8,69,13,25,1,0,24,17,8,1,8,55
Aug-11,Goldfields Esperance District,1,1,0,0,0,16,15,1,2,2,0,25,8,17,65,28,29,8,3,1,2,9,3,6,3,0,3,3,1,2,127,61,40,21,15,146,0,0,0,0,3,143,137,25,112,12,0,12,0,371,498,107,8,33,56,10,0,2,1,1,13,122,14,3,0,0,3,17,11,2,4,34
Sep-11,Goldfields Esperance District,2,0,0,1,1,6,4,2,3,3,0,47,16,31,34,15,17,2,3,2,1,8,5,3,0,0,0,6,0,6,109,71,50,21,6,107,0,0,0,0,0,107,102,9,93,10,1,9,0,296,405,76,9,35,27,5,0,4,2,2,6,86,10,8,0,0,8,20,14,1,5,38
Oct-11,Goldfields Esperance District,2,0,0,1,1,4,4,0,9,9,0,34,9,25,36,19,14,3,1,0,1,3,1,2,1,0,1,2,1,1,92,81,49,32,19,138,0,0,0,0,2,136,123,7,116,1,0,1,0,362,454,55,16,19,13,2,5,18,18,0,6,79,10,3,0,0,3,42,33,2,7,55
Nov-11,Goldfields Esperance District,0,0,0,0,0,6,2,4,2,2,0,38,9,29,40,16,20,4,4,1,3,11,4,7,0,0,0,2,0,2,103,102,67,35,10,134,0,0,0,0,2,132,127,29,98,0,0,0,0,373,476,53,4,23,16,3,7,4,4,0,2,59,22,2,0,0,2,23,13,0,10,47
