Month and Year,Area,Homicide Total,Murder,Attempted / Conspiracy to Murder,Manslaughter,Driving Causing Death,Recent Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Historical Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Assault (Family) Total,Serious Assault (Family),Common Assault (Family),Assault (Non-Family) Total,Serious Assault (Non-Family),Common Assault (Non-Family),Assault Police Officer,Threatening Behaviour (Family) Total,Threatening Behaviour (Family),Possess Weapon to Cause Fear (Family),Threatening Behaviour (Non-Family) Total,Threatening Behaviour (Non-Family),Possess Weapon to Cause Fear (Non-Family),Deprivation of Liberty Total,Kidnapping / Child Stealing,Deprivation of Liberty,Robbery Total,Robbery (Business),Robbery (Non-Business),,Burglary Total,Burglary (Dwelling),Burglary (Non-Dwelling),Stealing of Motor Vehicle,Stealing Total,Stealing From Motor Vehicle (Contents or Parts),Stealing From Retail Premises (Shoplift),Stealing From Dwelling,Stealing From Other Premises or Place,Stealing as a Servant,Stealing (Not Elsewhere Classified),Property Damage Total,Criminal Damage,Damage,Arson Total,Cause Bushfire,Cause Damage by Fire,Other Fire Related Offences,,,Drug Offences Total,Drug Dealing,Drug Possession,Possession of Drug Paraphernalia,Cultivate or Manufacture Drugs,Other Drug Offences,Receiving and Possession of Stolen Property Total,Possess Stolen Property,Receiving Stolen Property,Regulated Weapons Offences,,Graffiti,Fraud & Related Offences Total,Forgery,Fraud (Credit Card),Fraud (Not Elsewhere Classified),Breach of Violence Restraint Order Total,Breach of Family Violence Restraint Order,Breach of Violence Restraint Order,Breach of Police Order,
Nov-07,Joondalup District,2,1,0,0,1,10,6,4,5,5,0,87,17,70,100,34,62,4,6,4,2,23,12,11,2,0,2,15,0,15,250,316,205,111,71,530,0,0,0,0,6,524,343,33,310,10,1,9,0,1270,1520,96,9,42,39,4,2,14,5,9,10,120,189,54,1,0,53,61,44,10,7,304
Dec-07,Joondalup District,1,0,0,0,1,14,12,2,3,3,0,60,6,54,104,35,64,5,5,5,0,18,11,7,2,0,2,17,1,16,224,258,173,85,52,582,0,0,0,0,1,581,362,45,317,18,2,16,0,1272,1496,100,8,53,34,5,0,7,6,1,17,124,175,51,0,0,51,34,17,10,7,260
Jan-08,Joondalup District,0,0,0,0,0,25,7,18,22,22,0,68,8,60,75,31,37,7,5,4,1,22,18,4,4,0,4,21,1,20,242,304,204,100,64,617,0,0,0,0,3,614,414,49,365,19,10,9,0,1418,1660,81,4,37,36,4,0,5,5,0,14,100,189,77,6,0,71,53,34,12,7,319
Feb-08,Joondalup District,0,0,0,0,0,14,6,8,28,28,0,81,14,67,100,36,53,11,5,5,0,29,23,6,2,0,2,11,1,10,270,303,217,86,70,599,0,0,0,0,4,595,360,30,330,10,2,8,0,1342,1612,77,7,42,23,5,0,19,15,4,9,105,131,31,2,0,29,50,29,13,8,212
Mar-08,Joondalup District,0,0,0,0,0,15,11,4,11,10,1,65,14,51,84,36,46,2,4,3,1,20,14,6,3,0,3,9,1,8,211,343,246,97,63,715,0,0,0,0,5,710,386,43,343,14,2,12,0,1521,1732,84,7,48,23,6,0,22,11,11,19,125,114,152,5,0,147,44,28,11,5,310
Apr-08,Joondalup District,0,0,0,0,0,16,9,7,5,4,1,53,7,46,49,15,29,5,8,7,1,16,10,6,0,0,0,13,1,12,160,245,156,89,50,658,0,0,0,0,4,654,316,40,276,9,0,9,0,1278,1438,133,11,82,35,5,0,15,9,6,27,175,97,78,1,0,77,76,57,9,10,251
May-08,Joondalup District,0,0,0,0,0,13,10,3,4,4,0,65,16,49,123,37,79,7,0,0,0,19,13,6,2,0,2,10,2,8,236,302,193,109,54,672,0,0,0,0,5,667,334,30,304,10,0,10,0,1372,1608,159,7,106,42,3,1,20,10,10,8,187,99,55,9,0,46,77,35,36,6,231
Jun-08,Joondalup District,2,2,0,0,0,10,10,0,5,2,3,38,9,29,85,27,53,5,5,5,0,25,18,7,1,0,1,9,1,8,180,274,205,69,61,673,0,0,0,0,3,670,354,33,321,5,0,5,0,1367,1547,150,5,93,44,8,0,21,17,4,14,185,99,100,2,0,98,28,15,9,4,227
Jul-08,Joondalup District,0,0,0,0,0,11,11,0,1,1,0,41,7,34,49,16,27,6,4,2,2,19,12,7,0,0,0,9,0,9,134,247,163,84,51,714,0,0,0,0,2,712,408,50,358,11,0,11,0,1431,1565,106,10,56,33,6,1,57,49,8,10,173,197,37,1,0,36,83,76,5,2,317
Aug-08,Joondalup District,0,0,0,0,0,13,7,6,1,1,0,31,5,26,99,31,55,13,5,4,1,20,12,8,1,0,1,8,2,6,178,265,201,64,58,677,0,0,0,0,4,673,332,36,296,11,0,11,0,1343,1521,131,6,70,51,4,0,17,16,1,19,167,104,41,0,0,41,82,66,12,4,227
Sep-08,Joondalup District,1,0,0,1,0,6,3,3,3,2,1,40,10,30,102,34,62,6,2,2,0,17,11,6,1,0,1,19,1,18,191,293,218,75,65,809,0,0,0,0,5,804,423,48,375,9,0,9,0,1599,1790,116,11,53,45,7,0,18,13,5,22,156,90,53,0,0,53,40,31,4,5,183
Oct-08,Joondalup District,2,1,0,0,1,11,9,2,2,2,0,43,9,34,118,42,71,5,8,6,2,19,11,8,4,0,4,15,0,15,222,255,155,100,48,692,0,0,0,0,5,687,353,56,297,10,0,10,0,1358,1580,187,34,92,53,8,0,25,15,10,25,237,131,29,1,0,28,78,39,33,6,238
Nov-08,Joondalup District,1,1,0,0,0,27,20,7,21,21,0,41,9,32,104,33,64,7,4,4,0,14,9,5,5,0,5,11,1,10,228,339,174,165,89,689,0,0,0,0,4,685,409,59,350,7,1,6,0,1533,1761,91,4,50,33,4,0,12,8,4,8,111,127,216,0,0,216,119,105,8,6,462
Dec-08,Joondalup District,0,0,0,0,0,5,5,0,0,0,0,40,8,32,94,31,52,11,3,1,2,15,12,3,1,0,1,15,0,15,173,310,211,99,60,628,0,0,0,0,4,624,346,52,294,14,1,13,0,1358,1531,128,14,63,44,7,0,17,14,3,12,157,103,42,0,0,42,26,13,10,3,171
Jan-09,Joondalup District,0,0,0,0,0,11,8,3,4,4,0,47,11,36,96,40,48,8,3,3,0,27,23,4,2,0,2,18,3,15,208,300,226,74,77,762,0,0,0,0,3,759,407,55,352,8,0,8,0,1554,1762,104,13,55,28,6,2,42,36,6,11,157,73,109,1,0,108,40,20,14,6,222
Feb-09,Joondalup District,1,1,0,0,0,17,16,1,5,5,0,43,9,34,78,37,36,5,4,2,2,13,10,3,3,0,3,14,2,12,178,243,178,65,43,631,0,0,0,0,4,627,331,41,290,13,0,13,0,1261,1439,107,8,59,34,6,0,31,30,1,18,156,76,69,0,0,69,66,42,19,5,211
Mar-09,Joondalup District,0,0,0,0,0,18,10,8,8,7,1,31,6,25,114,53,60,1,3,2,1,16,9,7,1,0,1,10,2,8,201,325,222,103,57,624,0,0,0,0,9,615,376,42,334,14,1,13,0,1396,1597,126,18,74,30,4,0,19,13,6,18,163,77,51,0,0,51,62,34,22,6,190
Apr-09,Joondalup District,2,0,0,0,2,15,7,8,11,10,1,30,2,28,84,27,53,4,2,2,0,24,16,8,0,0,0,16,1,15,184,317,222,95,66,563,0,0,0,0,4,559,355,38,317,28,11,17,0,1329,1513,158,20,94,39,5,0,22,18,4,16,196,82,43,0,0,43,46,29,12,5,171
May-09,Joondalup District,0,0,0,0,0,25,12,13,4,4,0,41,9,32,91,29,58,4,7,5,2,20,13,7,0,0,0,25,4,21,213,306,211,95,55,585,0,0,0,0,4,581,377,32,345,9,0,9,0,1332,1545,141,12,73,46,9,1,13,11,2,15,169,79,67,1,0,66,32,20,10,2,178
Jun-09,Joondalup District,0,0,0,0,0,10,2,8,12,8,4,57,8,49,75,19,53,3,2,1,1,21,14,7,1,1,0,15,1,14,193,265,185,80,46,602,0,0,0,0,3,599,328,32,296,6,0,6,0,1247,1440,114,12,57,38,7,0,14,12,2,13,141,65,87,0,0,87,83,66,12,5,235
Jul-09,Joondalup District,0,0,0,0,0,11,6,5,29,29,0,54,9,45,53,28,22,3,5,2,3,24,12,12,5,0,5,15,2,13,196,306,219,87,44,559,0,0,0,0,7,552,310,33,277,10,1,9,0,1229,1425,189,69,67,48,5,0,25,20,5,39,253,89,53,0,0,53,60,42,12,6,202
Aug-09,Joondalup District,0,0,0,0,0,24,10,14,21,20,1,42,14,28,100,31,65,4,2,1,1,22,9,13,2,1,1,18,0,18,231,229,157,72,65,498,0,0,0,0,7,491,286,34,252,8,1,7,0,1086,1317,123,12,64,39,7,1,19,16,3,17,159,69,30,2,0,28,61,34,18,9,160
Sep-09,Joondalup District,2,0,0,0,2,9,6,3,5,4,1,41,5,36,86,32,54,0,7,3,4,22,14,8,1,0,1,17,2,15,190,233,171,62,49,492,0,0,0,0,4,488,304,25,279,14,0,14,0,1092,1282,133,21,63,37,11,1,41,31,10,23,197,54,41,2,0,39,42,30,10,2,137
Oct-09,Joondalup District,4,0,0,0,4,49,17,32,48,48,0,49,10,39,94,35,57,2,5,4,1,26,15,11,5,0,5,14,1,13,294,213,133,80,55,613,0,0,0,0,6,607,314,22,292,22,1,21,0,1217,1511,117,13,55,38,11,0,18,9,9,20,155,91,43,0,0,43,51,20,27,4,185
Nov-09,Joondalup District,2,0,0,0,2,14,6,8,1,1,0,53,18,35,107,28,75,4,2,2,0,20,18,2,0,0,0,17,1,16,216,210,140,70,46,539,0,0,0,0,4,535,328,23,305,16,4,12,0,1139,1355,113,3,62,43,5,0,23,5,18,14,150,81,24,1,0,23,43,25,9,9,148
Dec-09,Joondalup District,0,0,0,0,0,18,5,13,13,13,0,63,14,49,76,25,46,5,10,8,2,13,7,6,2,0,2,9,0,9,204,219,162,57,42,570,0,0,0,0,1,569,300,20,280,22,6,16,0,1153,1357,127,26,62,31,8,0,13,12,1,17,157,53,26,2,0,24,57,41,9,7,136
Jan-10,Joondalup District,0,0,0,0,0,20,15,5,3,3,0,58,11,47,74,16,52,6,4,3,1,14,10,4,2,0,2,11,0,11,186,241,178,63,68,582,0,0,0,0,4,578,292,17,275,7,2,5,0,1190,1376,91,14,36,29,11,1,23,17,6,15,129,45,25,0,0,25,69,48,14,7,139
Feb-10,Joondalup District,1,0,0,0,1,29,16,13,6,6,0,38,12,26,88,26,59,3,10,9,1,12,8,4,4,1,3,27,0,27,215,212,160,52,66,612,0,0,0,0,1,611,261,20,241,7,1,6,0,1158,1373,104,17,45,34,8,0,14,11,3,19,137,38,75,0,0,75,51,38,11,2,164
Mar-10,Joondalup District,0,0,0,0,0,21,8,13,7,7,0,57,10,47,96,25,67,4,14,10,4,29,12,17,2,0,2,13,2,11,239,264,225,39,56,546,0,0,0,0,4,542,288,22,266,4,0,4,0,1158,1397,112,16,62,32,2,0,26,20,6,18,156,51,24,3,0,21,88,66,15,7,163
Apr-10,Joondalup District,0,0,0,0,0,11,6,5,10,10,0,34,4,30,75,32,39,4,9,8,1,18,11,7,3,1,2,9,0,9,169,190,150,40,48,491,0,0,0,0,1,490,236,24,212,5,0,5,0,970,1139,115,13,60,35,6,1,18,14,4,19,152,46,50,16,0,34,29,16,11,2,125
May-10,Joondalup District,0,0,0,0,0,27,15,12,7,5,2,38,8,30,80,27,47,6,2,2,0,15,9,6,0,0,0,15,0,15,184,216,182,34,44,514,0,0,0,0,7,507,250,22,228,5,0,5,0,1029,1213,116,8,51,45,11,1,16,9,7,19,151,64,32,3,0,29,42,23,9,10,138
Jun-10,Joondalup District,0,0,0,0,0,15,8,7,13,13,0,45,10,35,66,23,41,2,5,4,1,10,6,4,4,0,4,23,4,19,181,233,184,49,35,455,0,0,0,0,3,452,239,15,224,4,0,4,0,966,1147,123,16,65,33,9,0,30,21,9,7,160,69,37,2,0,35,27,18,8,1,133
Jul-10,Joondalup District,0,0,0,0,0,37,35,2,53,52,1,39,7,32,62,16,42,4,3,2,1,10,5,5,3,0,3,15,0,15,222,223,154,69,49,492,0,0,0,0,2,490,238,17,221,11,0,11,0,1013,1235,92,12,51,25,4,0,26,14,12,9,127,54,43,2,0,41,46,34,5,7,143
Aug-10,Joondalup District,0,0,0,0,0,9,6,3,9,8,1,27,8,19,71,31,38,2,4,3,1,11,7,4,2,0,2,10,3,7,143,219,155,64,49,481,0,0,0,0,4,477,249,18,231,16,0,16,0,1014,1157,83,7,44,27,5,0,12,9,3,2,97,66,55,0,0,55,43,20,19,4,164
Sep-10,Joondalup District,0,0,0,0,0,11,8,3,19,17,2,51,16,35,97,26,57,14,4,3,1,9,6,3,2,0,2,5,1,4,198,219,175,44,46,562,0,0,0,0,6,556,310,30,280,4,0,4,0,1141,1339,101,8,47,41,4,1,15,10,5,22,138,54,48,1,0,47,126,106,11,9,228
Oct-10,Joondalup District,0,0,0,0,0,14,8,6,3,3,0,91,10,81,98,33,58,7,7,7,0,16,6,10,3,1,2,14,3,11,246,234,160,74,44,508,0,0,0,0,3,505,318,42,276,16,1,15,0,1120,1366,83,5,41,30,6,1,6,1,5,20,109,66,55,0,0,55,64,40,14,10,185
Nov-10,Joondalup District,2,1,0,0,1,31,26,5,18,18,0,65,8,57,75,22,52,1,13,10,3,10,8,2,4,1,3,5,0,5,223,220,153,67,38,548,0,0,0,0,3,545,253,27,226,6,0,6,0,1065,1288,94,6,52,30,6,0,19,16,3,11,124,37,28,0,0,28,50,32,12,6,115
Dec-10,Joondalup District,1,1,0,0,0,11,7,4,5,5,0,80,10,70,80,25,51,4,10,8,2,12,7,5,1,0,1,6,0,6,206,229,182,47,67,525,0,0,0,0,2,523,343,50,293,9,1,8,0,1173,1379,80,7,45,19,9,0,12,9,3,10,102,44,103,1,0,102,319,296,14,9,466
Jan-11,Joondalup District,0,0,0,0,0,26,17,9,7,7,0,74,11,63,98,36,59,3,3,3,0,16,11,5,3,0,3,14,2,12,241,339,236,103,94,628,0,0,0,0,1,627,353,45,308,11,3,8,0,1425,1666,78,2,45,23,8,0,10,7,3,17,105,60,36,11,0,25,56,39,9,8,152
Feb-11,Joondalup District,0,0,0,0,0,14,5,9,27,24,3,78,17,61,94,37,54,3,10,9,1,16,9,7,0,0,0,15,1,14,254,285,223,62,68,577,0,0,0,0,5,572,277,45,232,12,2,10,0,1219,1473,76,3,41,27,5,0,11,5,6,13,100,71,27,0,0,27,83,61,13,9,181
Mar-11,Joondalup District,1,0,0,0,1,24,18,6,8,8,0,86,20,66,115,47,62,6,11,9,2,33,15,18,3,0,3,10,1,9,291,298,234,64,72,693,0,0,0,0,5,688,294,47,247,17,2,15,0,1374,1665,124,8,63,42,11,0,26,14,12,25,175,44,51,11,0,40,57,41,7,9,152
Apr-11,Joondalup District,2,0,0,0,2,7,5,2,11,9,2,84,24,60,96,40,53,3,12,10,2,18,7,11,0,0,0,14,1,13,244,265,192,73,58,619,0,0,0,0,3,616,276,34,242,10,2,8,0,1228,1472,95,3,55,30,7,0,8,2,6,16,119,40,68,0,0,68,52,26,16,10,160
May-11,Joondalup District,0,0,0,0,0,22,11,11,19,19,0,74,17,57,75,23,48,4,4,3,1,18,13,5,2,0,2,11,0,11,225,294,239,55,57,610,0,0,0,0,2,608,290,33,257,6,1,5,0,1257,1482,114,13,58,34,8,1,15,11,4,16,145,30,65,0,0,65,53,41,8,4,148
Jun-11,Joondalup District,1,0,0,0,1,21,15,6,7,6,1,74,11,63,78,24,52,2,5,5,0,10,4,6,2,0,2,23,3,20,221,290,210,80,56,612,0,0,0,0,3,609,290,46,244,3,0,3,0,1251,1472,95,12,46,32,5,0,21,12,9,9,125,44,54,1,0,53,43,33,8,2,141
Jul-11,Joondalup District,0,0,0,0,0,18,10,8,12,5,7,95,16,79,72,27,36,9,12,7,5,9,3,6,2,0,2,16,4,12,236,307,217,90,69,663,0,0,0,0,2,661,231,32,199,6,0,6,0,1276,1512,103,9,59,29,6,0,12,9,3,11,126,40,28,2,0,26,43,29,7,7,111
Aug-11,Joondalup District,0,0,0,0,0,19,13,6,30,25,5,68,6,62,102,34,61,7,9,7,2,22,9,13,0,0,0,16,2,14,266,305,239,66,79,685,0,0,0,0,4,681,265,33,232,6,1,5,0,1340,1606,124,12,69,41,1,1,32,25,7,35,191,43,54,1,0,53,118,96,15,7,215
Sep-11,Joondalup District,0,0,0,0,0,8,7,1,59,55,4,76,11,65,75,22,51,2,11,7,4,25,15,10,2,0,2,20,4,16,276,389,295,94,63,769,0,0,0,0,4,765,235,38,197,14,1,13,0,1470,1746,130,10,80,37,3,0,28,19,9,29,187,35,36,2,0,34,38,23,7,8,109
Oct-11,Joondalup District,0,0,0,0,0,21,17,4,8,4,4,90,12,78,101,36,62,3,12,9,3,18,8,10,1,1,0,16,4,12,267,384,309,75,78,675,0,0,0,0,1,674,270,39,231,12,0,12,0,1419,1686,85,4,54,26,1,0,19,9,10,16,120,29,30,2,0,28,38,18,15,5,97
Nov-11,Joondalup District,0,0,0,0,0,18,10,8,21,18,3,99,16,83,91,27,57,7,5,4,1,16,10,6,2,0,2,19,2,17,271,316,252,64,56,691,0,0,0,0,2,689,270,37,233,11,0,11,0,1344,1615,118,45,44,22,6,1,14,12,2,13,145,39,58,5,0,53,61,42,9,10,158
Dec-11,Joondalup District,3,1,0,0,2,14,8,6,23,23,0,158,21,137,89,28,59,2,11,7,4,24,14,10,1,0,1,13,6,7,336,363,282,81,75,711,0,0,0,0,6,705,315,36,279,8,4,4,0,1472,1808,78,9,41,25,3,0,33,24,9,19,130,29,49,0,0,49,82,50,19,13,160
Jan-12,Joondalup District,0,0,0,0,0,17,13,4,8,7,1,174,18,156,106,37,62,7,15,12,3,21,9,12,0,0,0,18,2,16,359,347,283,64,93,763,0,0,0,0,0,763,348,35,313,26,14,12,0,1577,1936,153,14,81,52,6,0,23,16,7,32,208,30,74,2,0,72,74,41,18,15,178
Feb-12,Joondalup District,0,0,0,0,0,25,12,13,10,9,1,119,11,108,101,34,59,8,23,17,6,26,16,10,4,0,4,8,2,6,316,331,276,55,69,760,0,0,0,0,4,756,316,42,274,12,6,6,0,1488,1804,86,14,38,26,8,0,21,8,13,19,126,25,38,0,0,38,44,30,8,6,107
Mar-12,Joondalup District,2,1,0,0,1,21,17,4,9,9,0,101,11,90,117,38,76,3,16,13,3,18,11,7,5,1,4,16,1,15,305,288,235,53,56,659,0,0,0,0,7,652,283,34,249,18,8,10,0,1304,1609,110,10,76,22,2,0,20,13,7,13,143,29,65,1,0,64,44,22,10,12,138
Apr-12,Joondalup District,0,0,0,0,0,8,6,2,0,0,0,103,12,91,100,34,63,3,7,7,0,13,10,3,1,0,1,18,0,18,250,303,240,63,61,714,0,0,0,0,2,712,285,27,258,9,0,9,0,1372,1622,136,17,79,37,2,1,31,25,6,33,200,20,61,2,0,59,56,39,10,7,137
May-12,Joondalup District,0,0,0,0,0,20,15,5,6,5,1,107,15,92,83,26,56,1,4,3,1,23,12,11,0,0,0,10,1,9,253,332,273,59,66,766,0,0,0,0,2,764,288,40,248,7,0,7,0,1459,1712,91,6,50,28,7,0,23,17,6,10,124,23,585,1,0,584,42,21,15,6,650
Jun-12,Joondalup District,1,1,0,0,0,14,11,3,28,7,21,98,10,88,82,27,50,5,7,4,3,16,7,9,0,0,0,9,0,9,255,216,174,42,66,657,0,0,0,0,3,654,269,28,241,9,1,8,0,1217,1472,111,9,58,41,3,0,19,16,3,15,145,21,393,2,0,391,51,29,16,6,465
Jul-12,Joondalup District,2,0,1,0,1,15,12,3,19,18,1,109,13,96,66,23,42,1,9,9,0,19,11,8,0,0,0,17,5,12,256,253,201,52,74,722,0,0,0,0,3,719,279,35,244,7,0,7,0,1335,1591,137,14,79,43,1,0,19,15,4,40,196,31,37,0,0,37,43,30,5,8,111
Aug-12,Joondalup District,1,1,0,0,0,24,15,9,9,9,0,83,11,72,112,28,82,2,7,7,0,9,3,6,1,0,1,12,3,9,258,285,212,73,80,751,0,0,0,0,3,748,254,30,224,6,0,6,0,1376,1634,144,9,82,46,5,2,14,12,2,17,175,28,105,0,0,105,66,55,5,6,199
Sep-12,Joondalup District,1,0,0,0,1,16,11,5,6,6,0,119,10,109,68,20,45,3,8,6,2,16,11,5,0,0,0,13,1,12,247,300,240,60,88,658,0,0,0,0,2,656,273,41,232,10,0,10,0,1329,1576,124,17,69,33,4,1,26,21,5,24,174,28,149,0,0,149,72,50,11,11,249
Oct-12,Joondalup District,1,0,0,0,1,25,15,10,22,12,10,105,19,86,88,22,63,3,14,13,1,16,6,10,3,0,3,17,7,10,291,356,305,51,95,695,0,0,0,0,1,694,307,43,264,6,2,4,0,1459,1750,137,19,68,42,8,0,29,23,6,21,187,28,280,3,0,277,71,60,5,6,379
Nov-12,Joondalup District,0,0,0,0,0,22,10,12,14,13,1,118,13,105,108,36,72,0,11,11,0,14,8,6,1,0,1,14,5,9,302,294,232,62,74,723,0,0,0,0,3,720,271,41,230,5,0,5,0,1367,1669,158,55,62,34,6,1,27,22,5,20,205,30,260,0,0,260,46,31,8,7,336
Dec-12,Joondalup District,0,0,0,0,0,14,10,4,15,12,3,139,15,124,101,35,58,8,5,3,2,13,6,7,5,1,4,20,6,14,312,248,203,45,78,624,0,0,0,0,1,623,266,44,222,13,2,11,0,1229,1541,102,7,48,40,7,0,26,18,8,13,141,32,83,0,0,83,71,46,14,11,186
Jan-13,Joondalup District,1,0,0,0,1,21,12,9,14,14,0,139,23,116,104,34,65,5,14,11,3,8,8,0,2,0,2,19,6,13,322,338,238,100,75,732,0,0,0,0,3,729,348,65,283,10,2,7,1,1503,1825,121,21,61,34,5,0,40,28,12,27,188,26,73,0,0,73,49,35,4,10,148
Feb-13,Joondalup District,2,0,1,1,0,18,10,8,0,0,0,106,15,91,86,28,53,5,6,6,0,27,14,13,2,0,2,19,6,13,266,302,236,66,74,594,0,0,0,0,9,585,297,53,244,11,1,10,0,1278,1544,107,13,49,39,4,2,29,17,12,66,202,14,80,0,0,80,136,112,17,7,230
Mar-13,Joondalup District,0,0,0,0,0,35,23,12,28,24,4,128,11,117,103,35,64,4,10,6,4,18,13,5,0,0,0,13,3,10,335,262,194,68,93,710,0,0,0,0,3,707,305,43,262,8,0,8,0,1378,1713,166,31,83,45,5,2,29,21,8,59,254,29,319,1,0,318,116,101,6,9,464
Apr-13,Joondalup District,1,1,0,0,0,25,18,7,19,19,0,120,14,106,68,18,44,6,11,10,1,9,3,6,2,0,2,16,0,16,271,228,154,74,58,672,0,0,0,0,0,672,245,40,205,6,0,6,0,1209,1480,115,5,60,44,6,0,15,13,2,20,150,47,131,0,0,131,53,33,12,8,231
May-13,Joondalup District,2,2,0,0,0,29,16,13,8,7,1,93,14,79,69,22,43,4,9,7,2,22,12,10,1,0,1,12,3,9,245,273,174,99,56,730,0,0,0,0,2,728,239,43,196,6,0,6,0,1304,1549,109,10,54,39,6,0,17,15,2,18,144,38,312,1,0,311,55,41,7,7,405
Jun-13,Joondalup District,1,0,1,0,0,14,7,7,15,10,5,109,14,95,62,14,42,6,17,16,1,16,9,7,0,0,0,19,3,16,253,261,188,73,71,610,0,0,0,0,1,609,223,36,187,3,0,3,0,1168,1421,114,12,61,37,4,0,25,19,6,19,158,34,191,0,0,191,93,65,20,8,318
