Month and Year,Area,Homicide Total,Murder,Attempted / Conspiracy to Murder,Manslaughter,Driving Causing Death,Recent Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Historical Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Assault (Family) Total,Serious Assault (Family),Common Assault (Family),Assault (Non-Family) Total,Serious Assault (Non-Family),Common Assault (Non-Family),Assault Police Officer,Threatening Behaviour (Family) Total,Threatening Behaviour (Family),Possess Weapon to Cause Fear (Family),Threatening Behaviour (Non-Family) Total,Threatening Behaviour (Non-Family),Possess Weapon to Cause Fear (Non-Family),Deprivation of Liberty Total,Kidnapping / Child Stealing,Deprivation of Liberty,Robbery Total,Robbery (Business),Robbery (Non-Business),,Burglary Total,Burglary (Dwelling),Burglary (Non-Dwelling),Stealing of Motor Vehicle,Stealing Total,Stealing From Motor Vehicle (Contents or Parts),Stealing From Retail Premises (Shoplift),Stealing From Dwelling,Stealing From Other Premises or Place,Stealing as a Servant,Stealing (Not Elsewhere Classified),Property Damage Total,Criminal Damage,Damage,Arson Total,Cause Bushfire,Cause Damage by Fire,Other Fire Related Offences,,,Drug Offences Total,Drug Dealing,Drug Possession,Possession of Drug Paraphernalia,Cultivate or Manufacture Drugs,Other Drug Offences,Receiving and Possession of Stolen Property Total,Possess Stolen Property,Receiving Stolen Property,Regulated Weapons Offences,,Graffiti,Fraud & Related Offences Total,Forgery,Fraud (Credit Card),Fraud (Not Elsewhere Classified),Breach of Violence Restraint Order Total,Breach of Family Violence Restraint Order,Breach of Violence Restraint Order,Breach of Police Order,
Jan-12,Regional WA,4,2,0,1,1,27,24,3,34,31,3,375,121,254,285,93,154,38,35,22,13,70,38,32,5,0,5,7,1,6,842,720,487,233,200,1305,0,0,0,0,10,1295,927,127,800,33,9,23,1,3185,4027,449,27,212,153,55,2,45,22,23,54,548,94,105,3,0,102,158,98,25,35,357
Feb-12,Regional WA,5,0,2,1,2,60,47,13,58,50,8,298,100,198,275,103,146,26,21,15,6,72,40,32,9,0,9,8,0,8,806,670,434,236,121,1156,0,0,0,0,12,1144,835,128,707,41,14,26,1,2823,3629,384,21,188,125,44,6,34,16,18,65,483,52,117,1,0,116,165,101,24,40,334
Mar-12,Regional WA,2,2,0,0,0,37,30,7,81,64,17,291,103,188,302,88,171,43,25,10,15,61,30,31,7,0,7,12,2,10,818,669,461,208,128,1166,0,0,0,0,15,1151,887,136,751,51,13,38,0,2901,3719,426,33,196,142,43,12,42,32,10,60,528,88,84,2,0,82,210,147,22,41,382
Apr-12,Regional WA,3,1,0,0,2,52,47,5,20,20,0,247,88,159,221,73,120,28,23,12,11,31,11,20,4,0,4,5,1,4,606,627,418,209,135,1057,0,0,0,0,12,1045,795,126,669,27,4,23,0,2641,3247,431,36,214,150,28,3,51,29,22,54,536,58,75,4,0,71,115,63,19,33,248
May-12,Regional WA,5,0,0,1,4,36,33,3,43,36,7,312,107,205,283,71,166,46,20,14,6,39,22,17,4,0,4,18,1,17,760,585,414,171,119,1158,0,0,0,0,11,1147,689,103,586,22,1,20,1,2573,3333,413,38,210,145,15,5,67,39,28,48,528,61,1216,5,0,1211,135,79,36,20,1412
Jun-12,Regional WA,3,1,0,0,2,56,46,10,22,21,1,275,92,183,238,86,126,26,26,20,6,57,24,33,4,0,4,18,4,14,699,552,358,194,116,1116,0,0,0,0,9,1107,682,102,580,30,6,24,0,2496,3195,522,34,245,208,30,5,33,21,12,81,636,60,1064,2,0,1062,249,184,20,45,1373
Jul-12,Regional WA,3,0,1,0,2,38,34,4,15,15,0,299,88,211,229,73,127,29,33,24,9,47,27,20,4,0,4,9,1,8,677,446,302,144,125,1093,0,0,0,0,7,1086,708,114,594,34,1,32,1,2406,3083,411,23,216,147,20,5,34,26,8,38,483,64,292,27,0,265,226,87,47,92,582
Aug-12,Regional WA,3,1,0,0,2,40,33,7,33,31,2,359,120,239,263,90,146,27,27,13,14,61,31,30,9,0,9,15,2,13,810,529,358,171,123,1104,0,0,0,0,13,1091,760,97,663,28,3,23,2,2544,3354,579,45,283,215,30,6,49,36,13,96,724,42,77,5,0,72,186,89,14,83,305
Sep-12,Regional WA,7,1,0,1,5,42,34,8,32,32,0,326,100,226,259,80,146,33,24,18,6,53,28,25,4,0,4,16,3,13,763,635,407,228,118,1150,0,0,0,0,10,1140,873,132,741,32,7,25,0,2808,3571,564,48,279,202,34,1,39,27,12,50,653,76,192,1,0,191,157,94,22,41,425
Oct-12,Regional WA,5,1,1,0,3,40,26,14,23,23,0,350,130,220,254,100,114,40,28,19,9,63,27,36,4,0,4,10,0,10,777,673,409,264,165,1350,0,0,0,0,6,1344,936,134,802,34,4,30,0,3158,3935,601,45,268,243,38,7,59,38,21,91,751,82,865,5,0,860,164,97,17,50,1111
Nov-12,Regional WA,5,2,1,0,2,59,45,14,76,72,4,315,107,208,281,90,154,37,34,23,11,79,33,46,4,0,4,20,5,15,873,686,453,233,164,1280,0,0,0,0,12,1268,915,144,771,42,8,34,0,3087,3960,564,60,280,193,29,2,60,33,27,71,695,63,684,5,0,679,238,128,59,51,985
Dec-12,Regional WA,2,2,0,0,0,38,24,14,49,45,4,453,144,309,313,110,157,46,40,28,12,49,19,30,7,0,7,17,2,15,968,700,466,234,165,1262,0,0,0,0,8,1254,825,142,683,36,7,28,1,2988,3956,472,25,228,177,35,7,55,42,13,68,595,38,462,1,0,461,290,166,34,90,790
Jan-13,Regional WA,5,1,0,0,4,44,32,12,62,61,1,488,141,347,285,101,140,44,67,40,27,66,27,39,7,0,7,10,2,8,1034,658,413,245,185,1309,0,0,0,0,6,1303,930,157,773,35,7,28,0,3117,4151,426,30,203,150,38,5,57,47,10,73,556,76,72,1,0,71,214,117,30,67,362
Feb-13,Regional WA,3,2,0,0,1,62,38,24,30,28,2,410,106,304,296,101,171,24,38,30,8,44,20,24,4,0,4,6,1,5,893,562,322,240,158,1082,0,0,0,0,6,1076,777,126,651,40,13,25,2,2619,3512,426,26,175,167,51,7,42,25,17,69,537,46,436,7,0,429,337,154,101,82,819
Mar-13,Regional WA,1,1,0,0,0,64,54,10,37,36,1,500,146,354,305,88,173,44,36,22,14,63,32,31,7,0,7,13,1,12,1026,648,407,241,137,1141,0,0,0,0,6,1135,849,172,677,47,9,38,0,2822,3848,683,38,302,273,61,9,83,57,26,86,852,61,848,6,0,842,168,97,27,44,1077
Apr-13,Regional WA,2,1,0,1,0,46,27,19,54,53,1,391,115,276,249,84,129,36,40,26,14,44,12,32,2,0,2,10,2,8,838,585,387,198,134,1132,0,0,0,0,9,1123,774,137,637,23,2,20,1,2648,3486,453,32,218,166,34,3,52,34,18,52,557,102,1456,8,0,1448,281,117,70,94,1839
May-13,Regional WA,4,1,0,0,3,36,30,6,24,24,0,403,103,300,266,82,157,27,43,23,20,58,29,29,3,0,3,15,2,13,852,570,386,184,142,1202,0,0,0,0,8,1194,753,121,632,34,2,30,2,2701,3553,768,43,451,231,39,4,59,40,19,80,907,53,317,3,0,314,176,82,23,71,546
Jun-13,Regional WA,0,0,0,0,0,48,39,9,53,42,11,405,98,307,287,84,166,37,31,20,11,47,24,23,4,0,4,9,1,8,884,519,343,176,105,1034,0,0,0,0,12,1022,750,131,619,26,4,22,0,2434,3318,536,25,279,201,24,7,47,25,22,46,629,57,454,6,0,448,152,77,16,59,663
Jul-13,Regional WA,2,0,0,0,2,64,54,10,54,49,5,401,87,314,233,72,135,26,35,20,15,40,17,23,6,1,5,16,1,15,851,494,324,170,115,1085,0,0,0,0,10,1075,795,132,663,27,3,23,1,2516,3367,596,46,303,206,30,11,40,27,13,88,724,56,286,12,0,274,161,72,21,68,503
Aug-13,Regional WA,4,2,0,0,2,51,41,10,153,99,54,456,113,343,241,72,142,27,47,34,13,50,20,30,2,0,2,20,1,19,1024,562,369,193,130,1156,0,0,0,0,5,1151,751,146,605,34,3,30,1,2633,3657,659,54,333,242,26,4,48,35,13,95,802,41,440,5,0,435,251,174,15,62,732
Sep-13,Regional WA,3,1,0,0,2,39,29,10,75,72,3,455,121,334,245,84,135,26,62,38,24,51,27,24,2,0,2,16,4,12,948,602,389,213,134,1105,0,0,0,0,5,1100,790,138,652,24,5,19,0,2655,3603,593,88,255,222,27,1,40,24,16,83,716,41,422,2,0,420,205,109,27,69,668
Oct-13,Regional WA,5,0,0,0,5,88,60,28,52,52,0,413,136,277,253,98,128,27,53,41,12,54,28,26,7,0,7,16,0,16,941,632,417,215,156,1211,0,0,0,0,8,1203,802,164,638,29,3,26,0,2830,3771,487,27,233,189,38,0,42,35,7,63,592,65,255,0,0,255,166,82,21,63,486
Nov-13,Regional WA,1,0,1,0,0,37,28,9,33,32,1,512,133,379,304,116,160,28,53,41,12,63,27,36,8,0,8,13,1,12,1024,626,404,222,122,1204,0,0,0,0,8,1196,875,170,705,29,7,22,0,2856,3880,637,37,321,233,42,4,42,28,14,67,746,65,416,3,0,413,173,95,18,60,654
Dec-13,Regional WA,4,0,0,0,4,58,42,16,43,38,5,553,153,400,307,122,153,32,57,34,23,58,19,39,3,0,3,19,3,16,1102,691,450,241,176,1174,0,0,0,0,7,1167,887,186,701,41,11,29,1,2969,4071,629,65,281,232,47,4,57,32,25,87,773,56,276,2,0,274,245,144,34,67,577
Jan-14,Regional WA,1,1,0,0,0,38,31,7,84,84,0,484,131,353,306,122,158,26,57,38,19,76,42,34,13,1,12,20,2,18,1079,869,602,267,175,1305,0,0,0,0,7,1298,930,177,753,54,18,32,4,3333,4412,639,44,312,229,46,8,75,44,31,100,814,53,282,1,0,281,232,118,35,79,567
Feb-14,Regional WA,7,2,0,0,5,111,46,65,37,36,1,421,97,324,286,106,148,32,32,23,9,62,22,40,5,0,5,12,3,9,973,619,417,202,137,1111,0,0,0,0,11,1100,818,179,639,30,6,23,1,2715,3688,625,49,263,248,59,6,49,36,13,89,763,31,218,3,0,215,188,104,25,59,437
Mar-14,Regional WA,6,1,0,0,5,67,54,13,30,29,1,482,116,366,325,111,178,36,48,33,15,62,22,40,2,0,2,8,2,6,1030,730,492,238,134,1245,0,0,0,0,8,1237,862,198,664,32,4,26,2,3003,4033,729,44,332,294,53,6,72,53,19,107,908,28,373,3,0,370,283,148,55,80,684
Apr-14,Regional WA,2,1,1,0,0,50,37,13,46,41,5,411,124,287,259,90,141,28,49,36,13,62,28,34,3,0,3,13,0,13,895,592,387,205,116,1066,0,0,0,0,8,1058,757,153,604,39,16,23,0,2570,3465,647,49,337,228,28,5,76,57,19,75,798,37,212,1,0,211,209,112,25,72,458
May-14,Regional WA,1,1,0,0,0,46,44,2,64,62,2,416,123,293,277,98,153,26,28,21,7,65,30,35,7,1,6,22,3,19,926,660,442,218,150,1196,0,0,0,0,11,1185,726,163,563,17,0,17,0,2749,3675,771,41,373,309,39,9,62,37,25,102,935,34,261,0,0,261,198,123,25,50,493
Jun-14,Regional WA,5,3,0,0,2,39,26,13,29,29,0,398,95,303,233,91,118,24,27,18,9,73,29,44,2,0,2,5,0,5,811,637,432,205,109,1163,0,0,0,0,11,1152,715,130,585,25,5,19,1,2649,3460,735,52,347,297,34,5,77,56,21,112,924,39,214,1,0,213,197,124,21,52,450
Jul-14,Regional WA,2,1,0,0,1,32,21,11,83,78,5,418,98,320,215,77,116,22,37,23,14,53,32,21,3,0,3,8,3,5,851,600,389,211,104,1067,0,0,0,0,8,1059,728,129,599,32,3,28,1,2531,3382,777,39,393,304,33,8,51,40,11,117,945,45,340,4,0,336,186,118,12,56,571
Aug-14,Regional WA,0,0,0,0,0,72,48,24,33,29,4,419,97,322,301,98,174,29,38,29,9,75,38,37,6,2,4,16,2,14,960,546,365,181,99,1051,0,0,0,0,5,1046,734,161,573,37,11,24,2,2467,3427,813,63,407,311,28,4,60,45,15,120,993,30,208,0,0,208,215,126,27,62,453
Sep-14,Regional WA,6,3,0,0,3,47,28,19,40,37,3,458,112,346,291,110,146,35,34,23,11,86,30,56,4,0,4,8,1,7,974,635,424,211,112,1197,0,0,0,0,6,1191,798,188,610,33,8,20,5,2775,3749,786,67,354,322,40,3,74,51,23,106,966,34,267,2,0,265,211,105,24,82,512
Oct-14,Regional WA,3,0,0,1,2,72,69,3,47,45,2,467,134,333,304,116,168,20,39,25,14,78,37,41,5,0,5,10,0,10,1025,702,494,208,143,1216,0,0,0,0,10,1206,779,188,591,44,13,29,2,2884,3909,816,78,377,302,53,6,90,71,19,133,1039,40,291,4,0,287,216,125,21,70,547
Nov-14,Regional WA,3,1,0,0,2,86,49,37,38,37,1,421,103,318,272,115,123,34,45,29,16,72,30,42,2,0,2,15,3,12,954,683,441,242,141,1188,0,0,0,0,11,1177,774,169,605,54,8,42,4,2840,3794,860,85,403,314,52,6,67,51,16,91,1018,39,487,1,0,486,235,120,43,72,761
Dec-14,Regional WA,3,1,0,0,2,74,58,16,43,36,7,503,125,378,270,105,133,32,42,29,13,63,30,33,3,1,2,13,3,10,1014,754,540,214,180,1247,0,0,0,0,8,1239,851,170,681,40,10,28,2,3072,4086,787,48,366,319,50,4,59,48,11,78,924,43,497,0,0,497,232,141,24,67,772
Jan-15,Regional WA,3,0,0,1,2,50,44,6,59,58,1,504,130,374,279,117,136,26,37,20,17,69,24,45,8,0,8,9,1,8,1018,878,619,259,157,1436,0,0,0,0,8,1428,943,190,753,52,14,35,3,3466,4484,755,44,359,309,35,8,70,59,11,112,937,28,414,1,0,413,249,134,30,85,691
Feb-15,Regional WA,4,1,0,0,3,105,45,60,63,62,1,479,141,338,278,103,157,18,47,33,14,59,20,39,2,0,2,14,4,10,1051,740,507,233,165,1243,0,0,0,0,9,1234,860,194,666,49,14,29,6,3057,4108,690,38,326,257,62,7,81,71,10,74,845,26,246,2,0,244,220,121,25,74,492
Mar-15,Regional WA,4,2,0,1,1,64,55,9,35,33,2,455,130,325,277,102,158,17,52,36,16,60,25,35,3,0,3,17,3,14,967,826,568,258,152,1425,0,0,0,0,6,1419,822,175,647,26,4,22,0,3251,4218,921,70,395,354,87,15,73,58,15,100,1094,48,296,1,0,295,238,150,24,64,582
Apr-15,Regional WA,4,0,0,1,3,50,37,13,41,35,6,428,114,314,245,84,138,23,28,19,9,60,22,38,4,0,4,18,3,15,878,762,561,201,177,1315,0,0,0,0,9,1306,815,170,645,22,2,17,3,3091,3969,866,78,417,326,43,2,84,64,20,90,1040,37,169,1,0,168,202,115,24,63,408
May-15,Regional WA,3,1,0,0,2,61,48,13,50,48,2,438,120,318,257,95,142,20,37,25,12,52,15,37,4,0,4,16,4,12,918,699,452,247,133,1307,0,0,0,0,3,1304,804,176,628,23,4,16,3,2966,3884,828,45,387,365,27,4,85,63,22,115,1028,33,608,1,0,607,194,88,23,83,835
Jun-15,Regional WA,3,1,1,0,1,57,32,25,41,36,5,408,96,312,237,81,133,23,46,32,14,53,18,35,3,1,2,10,1,9,858,673,469,204,124,1216,0,0,0,0,5,1211,810,159,651,22,3,18,1,2845,3703,837,58,406,324,39,10,62,52,10,92,991,25,469,1,0,468,264,189,21,54,758
Jul-15,Regional WA,2,1,0,0,1,57,43,14,73,71,2,468,114,354,209,72,109,28,59,42,17,49,22,27,10,0,10,9,1,8,936,578,376,202,117,1186,0,0,0,0,3,1183,782,159,623,26,4,21,1,2689,3625,932,79,468,353,30,2,83,74,9,100,1115,26,307,3,0,304,237,130,16,91,570
Aug-15,Regional WA,4,1,0,0,3,123,39,84,80,78,2,511,126,385,263,77,159,27,62,41,21,69,38,31,4,0,4,11,4,7,1127,650,430,220,135,1108,0,0,0,0,5,1103,734,170,564,28,4,24,0,2655,3782,876,53,447,337,32,7,93,81,12,95,1064,40,377,2,0,375,364,183,71,110,781
Sep-15,Regional WA,0,0,0,0,0,72,47,25,36,35,1,521,132,389,235,84,131,20,56,43,13,61,19,42,6,0,6,15,2,13,1002,582,402,180,126,1181,0,0,0,0,9,1172,717,162,555,38,9,27,2,2644,3646,841,89,388,333,28,3,59,51,8,80,980,20,454,0,0,454,266,161,29,76,740
Oct-15,Regional WA,1,1,0,0,0,46,38,8,27,27,0,547,134,413,287,110,139,38,57,33,24,96,35,61,1,0,1,14,3,11,1076,743,491,252,139,1238,0,0,0,0,8,1230,876,195,681,37,7,29,1,3033,4109,881,63,422,357,36,3,75,53,22,113,1069,25,445,6,0,439,328,208,19,101,798
Nov-15,Regional WA,5,0,0,1,4,53,34,19,42,39,3,506,129,377,316,116,171,29,42,28,14,86,32,54,3,0,3,9,0,9,1062,720,476,244,151,1298,0,0,0,0,4,1294,855,171,684,39,15,24,0,3063,4125,1093,214,402,377,31,69,67,50,17,92,1252,49,383,2,0,381,257,148,32,77,689
Dec-15,Regional WA,5,1,0,0,4,62,45,17,38,35,3,646,178,468,279,103,139,37,46,28,18,65,25,40,6,1,5,12,3,9,1159,835,541,294,151,1322,0,0,0,0,4,1318,938,183,755,50,23,24,3,3296,4455,839,131,363,305,37,3,57,49,8,105,1001,24,468,1,0,467,335,165,33,137,827
Jan-16,Regional WA,3,2,0,0,1,52,39,13,43,43,0,579,129,450,231,94,118,19,49,38,11,72,28,44,5,1,4,12,1,11,1046,952,609,343,156,1404,0,0,0,0,7,1397,863,188,675,23,7,11,5,3398,4444,689,49,342,261,29,8,81,67,14,66,836,33,303,0,0,303,258,147,21,90,594
Feb-16,Regional WA,4,1,1,0,2,44,34,10,310,27,283,560,124,436,270,88,151,31,68,50,18,69,21,48,2,1,1,15,1,14,1342,785,506,279,154,1250,0,0,0,0,12,1238,850,160,690,23,7,15,1,3062,4404,801,46,373,321,55,6,76,60,16,93,970,33,274,7,0,267,334,247,13,74,641
Mar-16,Regional WA,1,0,1,0,0,61,48,13,33,25,8,596,136,460,327,118,177,32,55,39,16,80,28,52,4,0,4,18,1,17,1175,863,589,274,176,1266,0,0,0,0,5,1261,947,180,767,25,7,17,1,3277,4452,998,49,479,390,64,16,78,60,18,159,1235,28,465,1,0,464,295,171,28,96,788
Apr-16,Regional WA,3,1,0,1,1,73,58,15,60,57,3,551,124,427,248,87,134,27,59,47,12,50,14,36,4,1,3,15,4,11,1063,853,577,276,174,1233,0,0,0,0,6,1227,830,177,653,24,3,20,1,3114,4177,881,81,423,333,34,10,75,62,13,105,1061,27,856,4,0,852,326,209,26,91,1209
May-16,Regional WA,2,0,0,0,2,71,63,8,35,32,3,557,140,417,270,82,156,32,72,53,19,73,34,39,5,0,5,17,2,15,1102,797,512,285,139,1394,0,0,0,0,7,1387,794,152,642,22,4,17,1,3146,4248,1121,79,593,409,34,6,100,76,24,100,1321,29,258,0,0,258,299,181,32,86,586
Jun-16,Regional WA,0,0,0,0,0,50,39,11,63,54,9,559,138,421,271,102,146,23,53,39,14,67,26,41,7,0,7,16,2,14,1086,694,452,242,108,1275,0,0,0,0,12,1263,872,182,690,28,3,25,0,2977,4063,997,82,503,383,26,3,79,63,16,106,1182,25,290,1,0,289,232,136,26,70,547
Jul-16,Regional WA,4,0,0,0,4,39,30,9,34,24,10,543,132,411,218,93,105,20,70,50,20,104,30,74,5,0,5,4,0,4,1021,540,331,209,132,1179,0,0,0,0,6,1173,728,148,580,21,2,19,0,2600,3621,949,71,463,375,34,6,73,64,9,132,1154,31,153,2,0,151,314,183,34,97,498
Aug-16,Regional WA,4,0,1,2,1,104,69,35,100,80,20,595,157,438,277,80,151,46,70,58,12,61,32,29,4,0,4,11,0,11,1226,669,421,248,138,1208,0,0,0,0,13,1195,901,210,691,24,1,23,0,2940,4166,1087,100,557,377,29,24,79,67,12,127,1293,25,210,4,0,206,269,163,33,73,504
Sep-16,Regional WA,3,1,0,1,1,57,44,13,45,45,0,645,151,494,254,84,142,28,78,55,23,60,24,36,8,0,8,12,2,10,1162,664,424,240,134,1171,0,0,0,0,5,1166,940,219,721,19,4,15,0,2928,4090,891,75,440,344,23,9,93,76,17,102,1086,28,203,6,0,197,248,132,30,86,479
Oct-16,Regional WA,1,0,0,0,1,48,35,13,64,62,2,621,151,470,283,93,157,33,96,68,28,86,32,54,6,0,6,19,5,14,1224,804,531,273,207,1241,0,0,0,0,5,1236,989,242,747,33,8,24,1,3274,4498,792,56,374,328,27,7,76,68,8,99,967,33,416,12,0,404,280,134,37,109,729
Nov-16,Regional WA,4,2,2,0,0,73,61,12,94,86,8,768,174,594,342,117,188,37,94,69,25,57,27,30,5,0,5,13,0,13,1450,710,436,274,140,1357,0,0,0,0,7,1350,956,205,751,46,12,32,2,3209,4659,1131,250,463,384,23,11,77,65,12,133,1341,37,212,4,0,208,397,258,23,116,646
Dec-16,Regional WA,3,0,0,0,3,54,45,9,28,28,0,802,206,596,324,114,163,47,117,86,31,74,30,44,7,0,7,14,1,13,1423,736,493,243,135,1263,0,0,0,0,10,1253,954,238,716,29,7,22,0,3117,4540,894,111,429,318,32,4,62,52,10,100,1056,34,270,9,0,261,516,355,39,122,820
Jan-17,Regional WA,3,0,0,1,2,55,41,14,65,63,2,714,168,546,304,120,144,40,106,86,20,74,31,43,6,0,6,25,3,22,1352,959,639,320,177,1456,0,0,0,0,12,1444,1046,234,812,40,7,29,4,3678,5030,919,235,344,292,35,13,90,72,18,108,1117,24,156,1,0,155,392,217,31,144,572
Feb-17,Regional WA,4,1,0,0,3,182,88,94,75,63,12,608,150,458,269,98,137,34,80,55,25,60,32,28,9,1,8,18,5,13,1305,811,538,273,156,1321,0,0,0,0,6,1315,907,209,698,36,13,23,0,3231,4536,725,56,352,281,31,5,88,68,20,66,879,35,404,1,0,403,220,123,12,85,659
Mar-17,Regional WA,5,1,1,0,3,74,57,17,81,74,7,619,148,471,287,101,149,37,113,87,26,109,60,49,2,0,2,14,2,12,1304,787,525,262,143,1318,0,0,0,0,4,1314,906,180,726,33,13,19,1,3187,4491,945,131,424,344,41,5,84,62,22,139,1168,69,364,7,0,357,403,269,24,110,836
Apr-17,Regional WA,4,1,0,0,3,60,47,13,23,23,0,610,145,465,291,114,147,30,68,47,21,59,26,33,7,0,7,13,2,11,1135,649,421,228,113,1128,0,0,0,0,6,1122,838,180,658,38,7,29,2,2766,3901,808,78,402,296,22,10,66,58,8,78,952,33,157,5,0,152,261,158,18,85,451
May-17,Regional WA,2,1,0,1,0,74,62,12,52,50,2,515,126,389,315,108,167,40,66,47,19,58,29,29,4,0,4,15,3,12,1101,643,475,168,94,1419,0,0,0,0,3,1416,753,161,592,28,5,21,2,2937,4038,758,50,386,287,19,16,62,53,9,62,882,51,175,6,0,169,241,131,20,90,467
Jun-17,Regional WA,3,0,0,0,3,57,37,20,30,28,2,543,113,430,303,111,154,38,62,43,19,71,29,42,4,1,3,11,2,9,1084,746,530,216,118,1224,211,127,266,395,4,221,714,160,554,26,1,23,2,2828,3912,767,81,376,293,16,1,60,50,10,101,928,35,251,3,100,148,220,112,36,72,506
Jul-17,Regional WA,2,1,0,0,1,48,42,6,157,98,59,540,128,412,240,75,129,36,68,53,15,57,29,28,4,0,4,16,2,14,1132,630,421,209,157,1051,259,178,252,352,10,0,710,148,562,22,0,22,0,2570,3702,747,38,366,312,22,9,49,39,10,70,866,24,169,4,112,53,263,139,34,90,456
Aug-17,Regional WA,2,0,0,1,1,151,83,68,52,46,6,538,117,421,265,101,135,29,83,65,18,80,35,45,5,0,5,7,2,5,1183,736,551,185,148,1151,311,201,266,362,11,0,741,154,587,32,4,26,2,2808,3991,897,113,392,342,36,14,71,63,8,73,1041,26,269,2,161,106,291,175,23,93,586
Sep-17,Regional WA,4,1,0,1,2,69,53,16,74,67,7,597,141,456,308,125,148,35,87,66,21,81,26,55,3,0,3,19,1,18,1242,703,506,197,148,1090,281,197,241,358,13,0,820,208,612,30,4,25,1,2791,4033,818,81,394,303,22,18,86,67,19,83,987,29,193,1,101,91,312,172,17,123,534
Oct-17,Regional WA,1,0,0,0,1,59,50,9,36,33,3,695,166,529,302,116,164,22,80,63,17,75,28,47,7,0,7,12,0,12,1267,831,601,230,158,1180,309,195,293,378,5,0,853,225,628,31,5,24,2,3053,4320,1004,164,428,353,29,30,81,73,8,134,1219,47,282,3,231,48,301,204,12,85,630
Nov-17,Regional WA,3,0,1,0,2,78,62,16,70,67,3,622,152,470,355,121,192,42,82,54,28,75,37,38,7,0,7,14,1,13,1306,756,523,233,133,1168,310,187,288,376,7,0,797,171,626,38,8,28,2,2892,4198,844,71,403,321,26,23,77,65,12,92,1013,24,211,3,193,15,259,153,30,76,494
Dec-17,Regional WA,10,2,0,2,6,102,86,16,50,41,9,722,170,552,330,114,167,49,92,65,27,78,31,47,2,0,2,7,2,5,1393,813,577,236,137,1068,278,180,251,353,6,0,873,189,684,36,13,21,2,2927,4320,705,51,358,268,20,8,56,46,10,76,837,28,227,4,162,61,281,148,17,116,536
Jan-18,Regional WA,2,2,0,0,0,87,79,8,30,24,6,726,155,571,294,118,150,26,113,78,35,70,33,37,3,0,3,14,0,14,1339,905,597,308,162,1207,269,203,284,444,7,0,873,193,680,37,13,23,1,3184,4523,801,71,375,298,41,16,77,55,22,106,984,39,222,2,190,30,358,183,29,146,619
Feb-18,Regional WA,0,0,0,0,0,98,88,10,47,35,12,597,126,471,257,113,117,27,73,54,19,80,35,45,5,0,5,16,1,15,1173,705,492,213,153,1070,252,159,281,364,14,0,738,162,576,34,7,24,3,2700,3873,885,193,362,282,34,14,71,57,14,71,1027,36,243,3,216,24,276,166,26,84,555
Mar-18,Regional WA,3,2,0,0,1,85,62,23,26,26,0,703,185,518,311,129,155,27,92,71,21,78,42,36,5,0,5,13,0,13,1316,681,450,231,195,1138,266,162,298,398,14,0,799,216,583,58,18,36,4,2871,4187,1063,286,360,290,42,85,79,61,18,89,1231,33,238,1,214,23,290,141,34,115,561
Apr-18,Regional WA,2,0,0,0,2,86,70,16,157,68,89,596,139,457,254,87,142,25,77,60,17,71,34,37,6,0,6,16,1,15,1265,744,511,233,159,1154,293,194,257,402,8,0,689,171,518,27,12,14,1,2773,4038,934,143,404,344,24,19,90,72,18,88,1112,46,116,0,102,14,267,148,17,102,429
May-18,Regional WA,12,7,3,0,2,80,60,20,90,81,9,560,150,410,271,99,147,25,82,59,23,66,32,34,5,0,5,9,0,9,1175,606,414,192,102,1105,293,211,237,354,10,0,609,144,465,25,7,18,0,2447,3622,908,160,382,313,27,26,62,51,11,100,1070,33,225,0,164,61,509,405,24,80,767
Jun-18,Regional WA,5,0,1,0,4,95,73,22,52,51,1,555,134,421,247,83,142,22,65,49,16,89,32,57,3,0,3,18,1,17,1129,708,495,213,106,971,273,171,204,320,3,0,618,144,474,37,7,27,3,2440,3569,977,151,430,328,28,40,56,50,6,96,1129,33,281,6,237,38,257,153,25,79,571
Jul-18,Regional WA,3,1,1,0,1,79,49,30,16,16,0,517,131,386,240,89,125,26,80,55,25,41,20,21,2,0,2,10,0,10,988,542,398,144,103,913,273,136,208,293,3,0,637,155,482,25,2,23,0,2220,3208,756,105,352,274,11,14,50,48,2,81,887,43,267,2,143,122,264,161,13,90,574
Aug-18,Regional WA,10,1,1,1,7,61,44,17,76,66,10,580,122,458,301,98,160,43,74,50,24,74,35,39,5,0,5,5,0,5,1186,545,390,155,108,1181,400,186,231,354,10,0,655,159,496,19,2,16,1,2508,3694,858,93,397,323,27,18,75,59,16,110,1043,23,243,1,211,31,278,157,29,92,544
Sep-18,Regional WA,3,0,0,0,3,78,53,25,57,57,0,687,165,522,227,82,113,32,72,52,20,59,28,31,9,3,6,10,0,10,1202,563,397,166,109,1142,345,216,244,335,2,0,678,144,534,45,19,24,2,2537,3739,888,128,401,315,29,15,97,82,15,135,1120,26,211,0,197,14,425,271,24,130,662
Oct-18,Regional WA,2,1,0,0,1,87,70,17,54,44,10,654,154,500,287,107,154,26,66,49,17,79,31,48,1,0,1,9,2,7,1239,620,431,189,145,1228,319,229,298,372,10,0,743,145,598,19,4,15,0,2755,3994,1074,307,364,315,35,53,92,81,11,157,1323,33,533,5,270,258,281,188,16,77,847
